id,account,timestamp,co2,temperature,humidity,door,motion,fp2,occupancy,user_id
61,ariwells2001@gmail.com,2023-05-26 09:00:00,893.0,2238.0,4558.0,58213018.0,25618955.0,0.0,0.0,1
62,ariwells2001@gmail.com,2023-05-26 09:01:00,910.0,2238.0,4558.0,58273009.0,9280.0,1.0,1.0,1
63,ariwells2001@gmail.com,2023-05-26 09:02:00,910.0,2221.0,4558.0,41098.0,6446.0,1.0,1.0,1
64,ariwells2001@gmail.com,2023-05-26 09:03:00,910.0,2221.0,4558.0,101164.0,66513.0,1.0,1.0,1
65,ariwells2001@gmail.com,2023-05-26 09:04:00,910.0,2221.0,4558.0,161073.0,37949.0,1.0,1.0,1
66,ariwells2001@gmail.com,2023-05-26 09:05:00,910.0,2221.0,4558.0,221172.0,97966.0,1.0,1.0,1
67,ariwells2001@gmail.com,2023-05-26 09:06:00,1003.0,2221.0,4558.0,281109.0,49887.0,1.0,1.0,1
68,ariwells2001@gmail.com,2023-05-26 09:07:00,1003.0,2221.0,4558.0,341091.0,109880.0,1.0,1.0,1
69,ariwells2001@gmail.com,2023-05-26 09:08:00,1003.0,2221.0,4558.0,401095.0,169888.0,1.0,1.0,1
70,ariwells2001@gmail.com,2023-05-26 09:09:00,1003.0,2221.0,4558.0,461083.0,17834.0,1.0,1.0,1
71,ariwells2001@gmail.com,2023-05-26 09:10:00,1003.0,2221.0,4558.0,521102.0,77827.0,1.0,1.0,1
72,ariwells2001@gmail.com,2023-05-26 09:11:00,1100.0,2221.0,4558.0,581101.0,137823.0,1.0,1.0,1
73,ariwells2001@gmail.com,2023-05-26 09:12:00,1100.0,2221.0,4558.0,641067.0,197826.0,1.0,1.0,1
74,ariwells2001@gmail.com,2023-05-26 09:13:00,1100.0,2221.0,4558.0,701080.0,39854.0,1.0,1.0,1
75,ariwells2001@gmail.com,2023-05-26 09:14:00,1100.0,2221.0,4558.0,761206.0,99959.0,1.0,1.0,1
76,ariwells2001@gmail.com,2023-05-26 09:15:00,1100.0,2221.0,4558.0,821109.0,47627.0,1.0,1.0,1
77,ariwells2001@gmail.com,2023-05-26 09:16:00,1143.0,2221.0,4558.0,881097.0,107623.0,1.0,1.0,1
78,ariwells2001@gmail.com,2023-05-26 09:17:00,1143.0,2221.0,4558.0,941080.0,2722.0,1.0,0.0,1
79,ariwells2001@gmail.com,2023-05-26 09:18:00,1143.0,2221.0,4558.0,41432.0,62713.0,1.0,0.0,1
80,ariwells2001@gmail.com,2023-05-26 09:19:00,1143.0,2221.0,4558.0,101428.0,122724.0,0.0,0.0,1
81,ariwells2001@gmail.com,2023-05-26 09:20:00,1143.0,2221.0,4558.0,161433.0,182716.0,0.0,0.0,1
82,ariwells2001@gmail.com,2023-05-26 09:21:00,1145.0,2221.0,4558.0,221429.0,242713.0,0.0,0.0,1
83,ariwells2001@gmail.com,2023-05-26 09:22:00,1145.0,2221.0,4558.0,281450.0,302724.0,0.0,0.0,1
84,ariwells2001@gmail.com,2023-05-26 09:23:00,1145.0,2221.0,4558.0,341442.0,362715.0,0.0,0.0,1
85,ariwells2001@gmail.com,2023-05-26 09:24:00,1145.0,2221.0,4558.0,401439.0,422719.0,0.0,0.0,1
86,ariwells2001@gmail.com,2023-05-26 09:25:00,1145.0,2221.0,4558.0,461458.0,482726.0,0.0,0.0,1
87,ariwells2001@gmail.com,2023-05-26 09:26:00,1087.0,2221.0,4558.0,521444.0,542732.0,0.0,0.0,1
88,ariwells2001@gmail.com,2023-05-26 09:27:00,1087.0,2221.0,4558.0,581439.0,602722.0,0.0,0.0,1
89,ariwells2001@gmail.com,2023-05-26 09:28:00,1087.0,2221.0,4558.0,641477.0,662715.0,0.0,0.0,1
90,ariwells2001@gmail.com,2023-05-26 09:29:00,1087.0,2221.0,4558.0,701454.0,722737.0,0.0,0.0,1
91,ariwells2001@gmail.com,2023-05-26 09:30:00,1087.0,2221.0,4558.0,761506.0,782736.0,0.0,0.0,1
92,ariwells2001@gmail.com,2023-05-26 09:31:00,1057.0,2221.0,4558.0,821508.0,842791.0,0.0,0.0,1
93,ariwells2001@gmail.com,2023-05-26 09:32:00,1057.0,2221.0,4558.0,881435.0,902728.0,0.0,0.0,1
94,ariwells2001@gmail.com,2023-05-26 09:33:00,1057.0,2221.0,4558.0,941437.0,962719.0,0.0,0.0,1
95,ariwells2001@gmail.com,2023-05-26 09:34:00,1057.0,2221.0,4558.0,1001422.0,1022716.0,0.0,0.0,1
96,ariwells2001@gmail.com,2023-05-26 09:35:00,1057.0,2221.0,4558.0,1061452.0,1082728.0,0.0,0.0,1
97,ariwells2001@gmail.com,2023-05-26 09:36:00,1038.0,2221.0,4558.0,1121455.0,1142725.0,0.0,0.0,1
98,ariwells2001@gmail.com,2023-05-26 09:37:00,1038.0,2221.0,4558.0,1181441.0,1202717.0,0.0,0.0,1
99,ariwells2001@gmail.com,2023-05-26 09:38:00,1038.0,2221.0,4558.0,1241451.0,1262733.0,0.0,0.0,1
100,ariwells2001@gmail.com,2023-05-26 09:39:00,1038.0,2221.0,4558.0,1301457.0,1322737.0,0.0,0.0,1
101,ariwells2001@gmail.com,2023-05-26 09:40:00,1038.0,2221.0,4558.0,1361438.0,1382717.0,0.0,0.0,1
102,ariwells2001@gmail.com,2023-05-26 09:41:00,1015.0,2221.0,4558.0,1421451.0,1442724.0,0.0,0.0,1
103,ariwells2001@gmail.com,2023-05-26 09:42:00,1015.0,2221.0,4558.0,1481444.0,1502730.0,0.0,0.0,1
104,ariwells2001@gmail.com,2023-05-26 09:43:00,1015.0,2221.0,4558.0,1541433.0,1562714.0,0.0,0.0,1
105,ariwells2001@gmail.com,2023-05-26 09:44:00,1015.0,2208.0,4626.0,1601438.0,1622716.0,0.0,0.0,1
106,ariwells2001@gmail.com,2023-05-26 09:45:00,1015.0,2208.0,4626.0,1661433.0,1682727.0,0.0,1.0,1
107,ariwells2001@gmail.com,2023-05-26 09:46:00,1009.0,2208.0,4626.0,28134.0,29262.0,1.0,1.0,1
108,ariwells2001@gmail.com,2023-05-26 09:47:00,1009.0,2208.0,4626.0,88123.0,26350.0,1.0,0.0,1
109,ariwells2001@gmail.com,2023-05-26 09:48:00,1009.0,2208.0,4626.0,148143.0,26819.0,1.0,1.0,1
110,ariwells2001@gmail.com,2023-05-26 09:49:00,1009.0,2208.0,4626.0,208135.0,28739.0,0.0,0.0,1
111,ariwells2001@gmail.com,2023-05-26 09:50:00,1009.0,2208.0,4626.0,51337.0,88730.0,0.0,0.0,1
112,ariwells2001@gmail.com,2023-05-26 09:51:00,1037.0,2208.0,4626.0,111333.0,148732.0,0.0,0.0,1
113,ariwells2001@gmail.com,2023-05-26 09:52:00,1037.0,2208.0,4626.0,171326.0,208733.0,0.0,0.0,1
114,ariwells2001@gmail.com,2023-05-26 09:53:00,1037.0,2208.0,4626.0,231337.0,268737.0,0.0,0.0,1
115,ariwells2001@gmail.com,2023-05-26 09:54:00,1037.0,2208.0,4626.0,291331.0,328730.0,0.0,0.0,1
116,ariwells2001@gmail.com,2023-05-26 09:55:00,1037.0,2208.0,4626.0,351324.0,388734.0,0.0,0.0,1
117,ariwells2001@gmail.com,2023-05-26 09:56:00,1044.0,2208.0,4626.0,411840.0,449228.0,0.0,0.0,1
118,ariwells2001@gmail.com,2023-05-26 09:57:00,1044.0,2208.0,4626.0,471349.0,508757.0,0.0,0.0,1
119,ariwells2001@gmail.com,2023-05-26 09:58:00,1044.0,2208.0,4626.0,531446.0,568839.0,0.0,0.0,1
120,ariwells2001@gmail.com,2023-05-26 09:59:00,1044.0,2208.0,4626.0,591325.0,628729.0,0.0,0.0,1
121,ariwells2001@gmail.com,2023-05-26 10:00:00,1044.0,2208.0,4626.0,651356.0,688752.0,0.0,0.0,1
122,ariwells2001@gmail.com,2023-05-26 10:01:00,1035.0,2208.0,4626.0,711350.0,748748.0,0.0,0.0,1
123,ariwells2001@gmail.com,2023-05-26 10:02:00,1035.0,2208.0,4626.0,771367.0,808747.0,0.0,0.0,1
124,ariwells2001@gmail.com,2023-05-26 10:03:00,1035.0,2208.0,4626.0,831361.0,868741.0,0.0,0.0,1
125,ariwells2001@gmail.com,2023-05-26 10:04:00,1035.0,2208.0,4626.0,891377.0,928751.0,0.0,0.0,1
126,ariwells2001@gmail.com,2023-05-26 10:05:00,1035.0,2208.0,4626.0,951353.0,988743.0,0.0,0.0,1
127,ariwells2001@gmail.com,2023-05-26 10:06:00,1029.0,2208.0,4626.0,1011383.0,1048765.0,0.0,0.0,1
128,ariwells2001@gmail.com,2023-05-26 10:07:00,1029.0,2208.0,4626.0,1071359.0,1108749.0,0.0,0.0,1
129,ariwells2001@gmail.com,2023-05-26 10:08:00,1029.0,2208.0,4626.0,1131335.0,1168740.0,0.0,0.0,1
130,ariwells2001@gmail.com,2023-05-26 10:09:00,1029.0,2208.0,4626.0,1191318.0,1228729.0,0.0,0.0,1
131,ariwells2001@gmail.com,2023-05-26 10:10:00,1029.0,2208.0,4626.0,1251353.0,1288735.0,0.0,0.0,1
132,ariwells2001@gmail.com,2023-05-26 10:11:00,1024.0,2208.0,4626.0,1311337.0,1348738.0,0.0,0.0,1
133,ariwells2001@gmail.com,2023-05-26 10:12:00,1024.0,2208.0,4626.0,1371386.0,1408770.0,0.0,0.0,1
134,ariwells2001@gmail.com,2023-05-26 10:13:00,1024.0,2208.0,4626.0,1431366.0,1468739.0,0.0,0.0,1
135,ariwells2001@gmail.com,2023-05-26 10:14:00,1024.0,2208.0,4626.0,1491553.0,1528932.0,0.0,0.0,1
136,ariwells2001@gmail.com,2023-05-26 10:15:00,1024.0,2208.0,4626.0,1551354.0,1588745.0,0.0,0.0,1
137,ariwells2001@gmail.com,2023-05-26 10:16:00,1022.0,2208.0,4626.0,1611323.0,1648729.0,0.0,0.0,1
138,ariwells2001@gmail.com,2023-05-26 10:17:00,1022.0,2208.0,4626.0,1671566.0,1708974.0,0.0,0.0,1
139,ariwells2001@gmail.com,2023-05-26 10:18:00,1022.0,2208.0,4626.0,1731378.0,1768741.0,0.0,0.0,1
140,ariwells2001@gmail.com,2023-05-26 10:19:00,1022.0,2208.0,4626.0,1791326.0,1828729.0,0.0,0.0,1
141,ariwells2001@gmail.com,2023-05-26 10:20:00,1022.0,2208.0,4626.0,1851337.0,1888738.0,0.0,0.0,1
142,ariwells2001@gmail.com,2023-05-26 10:21:00,1022.0,2208.0,4626.0,1911328.0,1948736.0,0.0,0.0,1
143,ariwells2001@gmail.com,2023-05-26 10:22:00,1022.0,2208.0,4626.0,1971345.0,2008735.0,0.0,0.0,1
144,ariwells2001@gmail.com,2023-05-26 10:23:00,1022.0,2208.0,4626.0,2031337.0,2068741.0,0.0,0.0,1
145,ariwells2001@gmail.com,2023-05-26 10:24:00,1022.0,2208.0,4626.0,2091334.0,2128732.0,0.0,0.0,1
146,ariwells2001@gmail.com,2023-05-26 10:25:00,1022.0,2169.0,4626.0,2151336.0,2188743.0,0.0,0.0,1
147,ariwells2001@gmail.com,2023-05-26 10:26:00,1016.0,2169.0,4626.0,2211478.0,2248875.0,0.0,0.0,1
148,ariwells2001@gmail.com,2023-05-26 10:27:00,1016.0,2169.0,4626.0,2271331.0,2308737.0,0.0,0.0,1
149,ariwells2001@gmail.com,2023-05-26 10:28:00,1016.0,2169.0,4626.0,2331371.0,2368752.0,0.0,0.0,1
150,ariwells2001@gmail.com,2023-05-26 10:29:00,1016.0,2169.0,4626.0,2391337.0,2428736.0,1.0,1.0,1
151,ariwells2001@gmail.com,2023-05-26 10:30:00,1016.0,2169.0,4626.0,33218.0,37526.0,1.0,1.0,1
152,ariwells2001@gmail.com,2023-05-26 10:31:00,1026.0,2169.0,4626.0,93239.0,97503.0,1.0,1.0,1
153,ariwells2001@gmail.com,2023-05-26 10:32:00,1026.0,2169.0,4626.0,153317.0,32339.0,1.0,1.0,1
154,ariwells2001@gmail.com,2023-05-26 10:33:00,1026.0,2169.0,4626.0,213268.0,17912.0,1.0,1.0,1
155,ariwells2001@gmail.com,2023-05-26 10:34:00,1026.0,2169.0,4626.0,273204.0,77851.0,1.0,1.0,1
156,ariwells2001@gmail.com,2023-05-26 10:35:00,1026.0,2169.0,4626.0,333207.0,137851.0,1.0,1.0,1
157,ariwells2001@gmail.com,2023-05-26 10:36:00,1076.0,2169.0,4626.0,393182.0,16873.0,1.0,1.0,1
158,ariwells2001@gmail.com,2023-05-26 10:37:00,1076.0,2169.0,4626.0,453205.0,76876.0,1.0,1.0,1
159,ariwells2001@gmail.com,2023-05-26 10:38:00,1076.0,2173.0,4646.0,513244.0,136914.0,1.0,1.0,1
160,ariwells2001@gmail.com,2023-05-26 10:39:00,1076.0,2173.0,4646.0,574208.0,45006.0,1.0,1.0,1
161,ariwells2001@gmail.com,2023-05-26 10:40:00,1076.0,2173.0,4646.0,633246.0,103997.0,1.0,1.0,1
162,ariwells2001@gmail.com,2023-05-26 10:41:00,1124.0,2173.0,4646.0,693244.0,164030.0,1.0,1.0,1
163,ariwells2001@gmail.com,2023-05-26 10:42:00,1124.0,2173.0,4646.0,753201.0,15415.0,1.0,1.0,1
164,ariwells2001@gmail.com,2023-05-26 10:43:00,1124.0,2173.0,4646.0,813289.0,75407.0,1.0,1.0,1
165,ariwells2001@gmail.com,2023-05-26 10:44:00,1124.0,2173.0,4646.0,873215.0,135422.0,1.0,1.0,1
166,ariwells2001@gmail.com,2023-05-26 10:45:00,1124.0,2173.0,4646.0,933226.0,195431.0,1.0,1.0,1
167,ariwells2001@gmail.com,2023-05-26 10:46:00,1162.0,2173.0,4646.0,993230.0,255444.0,1.0,1.0,1
168,ariwells2001@gmail.com,2023-05-26 10:47:00,1162.0,2173.0,4646.0,1053244.0,315429.0,1.0,1.0,1
169,ariwells2001@gmail.com,2023-05-26 10:48:00,1162.0,2173.0,4646.0,1113207.0,375425.0,1.0,1.0,1
170,ariwells2001@gmail.com,2023-05-26 10:49:00,1162.0,2173.0,4646.0,1173210.0,435439.0,1.0,1.0,1
171,ariwells2001@gmail.com,2023-05-26 10:50:00,1162.0,2173.0,4646.0,19604.0,38286.0,1.0,0.0,1
172,ariwells2001@gmail.com,2023-05-26 10:51:00,1191.0,2173.0,4646.0,79624.0,98302.0,1.0,0.0,1
173,ariwells2001@gmail.com,2023-05-26 10:52:00,1191.0,2173.0,4646.0,139623.0,158288.0,1.0,0.0,1
174,ariwells2001@gmail.com,2023-05-26 10:53:00,1191.0,2173.0,4646.0,199744.0,218362.0,1.0,0.0,1
175,ariwells2001@gmail.com,2023-05-26 10:54:00,1191.0,2173.0,4646.0,259614.0,278287.0,1.0,0.0,1
176,ariwells2001@gmail.com,2023-05-26 10:55:00,1191.0,2173.0,4646.0,319625.0,338285.0,1.0,0.0,1
177,ariwells2001@gmail.com,2023-05-26 10:56:00,1168.0,2173.0,4646.0,379637.0,398317.0,1.0,0.0,1
178,ariwells2001@gmail.com,2023-05-26 10:57:00,1168.0,2173.0,4646.0,439668.0,458295.0,1.0,0.0,1
179,ariwells2001@gmail.com,2023-05-26 10:58:00,1168.0,2173.0,4646.0,499611.0,518290.0,1.0,0.0,1
180,ariwells2001@gmail.com,2023-05-26 10:59:00,1168.0,2173.0,4646.0,559606.0,578291.0,1.0,0.0,1
181,ariwells2001@gmail.com,2023-05-26 11:00:00,1168.0,2173.0,4646.0,619621.0,638289.0,1.0,0.0,1
182,ariwells2001@gmail.com,2023-05-26 11:01:00,1144.0,2173.0,4646.0,679641.0,698288.0,1.0,0.0,1
183,ariwells2001@gmail.com,2023-05-26 11:02:00,1144.0,2173.0,4646.0,739644.0,758303.0,1.0,0.0,1
184,ariwells2001@gmail.com,2023-05-26 11:03:00,1144.0,2173.0,4646.0,799696.0,818326.0,1.0,0.0,1
185,ariwells2001@gmail.com,2023-05-26 11:04:00,1144.0,2173.0,4646.0,860262.0,878357.0,1.0,0.0,1
186,ariwells2001@gmail.com,2023-05-26 11:05:00,1144.0,2173.0,4646.0,920156.0,938831.0,1.0,0.0,1
187,ariwells2001@gmail.com,2023-05-26 11:06:00,1120.0,2173.0,4646.0,979689.0,998339.0,1.0,0.0,1
188,ariwells2001@gmail.com,2023-05-26 11:07:00,1120.0,2173.0,4646.0,1039644.0,1058286.0,1.0,0.0,1
189,ariwells2001@gmail.com,2023-05-26 11:08:00,1120.0,2173.0,4646.0,1099603.0,1118290.0,1.0,0.0,1
190,ariwells2001@gmail.com,2023-05-26 11:09:00,1120.0,2173.0,4646.0,1159624.0,1178288.0,1.0,0.0,1
191,ariwells2001@gmail.com,2023-05-26 11:10:00,1120.0,2173.0,4646.0,7142.0,7834.0,1.0,1.0,1
192,ariwells2001@gmail.com,2023-05-26 11:11:00,1624.0,2173.0,4646.0,67172.0,8387.0,1.0,0.0,1
193,ariwells2001@gmail.com,2023-05-26 11:12:00,1624.0,2173.0,4646.0,31712.0,68495.0,0.0,0.0,1
194,ariwells2001@gmail.com,2023-05-26 11:13:00,1624.0,2173.0,4646.0,91632.0,128395.0,0.0,0.0,1
195,ariwells2001@gmail.com,2023-05-26 11:14:00,1624.0,2173.0,4646.0,151638.0,188379.0,0.0,0.0,1
196,ariwells2001@gmail.com,2023-05-26 11:15:00,1624.0,2173.0,4646.0,211612.0,248391.0,0.0,0.0,1
197,ariwells2001@gmail.com,2023-05-26 11:16:00,1085.0,2173.0,4646.0,277027.0,313806.0,0.0,0.0,1
198,ariwells2001@gmail.com,2023-05-26 11:17:00,1085.0,2173.0,4646.0,331639.0,368397.0,0.0,0.0,1
199,ariwells2001@gmail.com,2023-05-26 11:18:00,1085.0,2173.0,4646.0,391599.0,428376.0,0.0,0.0,1
200,ariwells2001@gmail.com,2023-05-26 11:19:00,1085.0,2173.0,4646.0,451604.0,488385.0,0.0,0.0,1
201,ariwells2001@gmail.com,2023-05-26 11:20:00,1085.0,2173.0,4646.0,511601.0,548390.0,0.0,0.0,1
202,ariwells2001@gmail.com,2023-05-26 11:21:00,1044.0,2173.0,4646.0,571723.0,608480.0,0.0,0.0,1
203,ariwells2001@gmail.com,2023-05-26 11:22:00,1044.0,2173.0,4646.0,631589.0,668375.0,0.0,0.0,1
204,ariwells2001@gmail.com,2023-05-26 11:23:00,1044.0,2173.0,4646.0,691612.0,728380.0,0.0,0.0,1
205,ariwells2001@gmail.com,2023-05-26 11:24:00,1044.0,2173.0,4646.0,751613.0,788383.0,0.0,0.0,1
206,ariwells2001@gmail.com,2023-05-26 11:25:00,1044.0,2173.0,4646.0,811573.0,848375.0,0.0,0.0,1
207,ariwells2001@gmail.com,2023-05-26 11:26:00,1006.0,2173.0,4646.0,871674.0,908378.0,0.0,0.0,1
208,ariwells2001@gmail.com,2023-05-26 11:27:00,1006.0,2173.0,4646.0,931635.0,968408.0,0.0,0.0,1
209,ariwells2001@gmail.com,2023-05-26 11:28:00,1006.0,2173.0,4646.0,992696.0,1029487.0,0.0,0.0,1
210,ariwells2001@gmail.com,2023-05-26 11:29:00,1006.0,2173.0,4646.0,1051637.0,1088412.0,0.0,0.0,1
211,ariwells2001@gmail.com,2023-05-26 11:30:00,1006.0,2173.0,4646.0,1112234.0,1149007.0,0.0,0.0,1
212,ariwells2001@gmail.com,2023-05-26 11:31:00,972.0,2173.0,4646.0,1171639.0,1208400.0,0.0,0.0,1
213,ariwells2001@gmail.com,2023-05-26 11:32:00,972.0,2173.0,4646.0,1231620.0,1268411.0,0.0,0.0,1
214,ariwells2001@gmail.com,2023-05-26 11:33:00,972.0,2169.0,4648.0,1292612.0,1328392.0,0.0,0.0,1
215,ariwells2001@gmail.com,2023-05-26 11:34:00,972.0,2169.0,4648.0,1351611.0,1388395.0,0.0,0.0,1
216,ariwells2001@gmail.com,2023-05-26 11:35:00,972.0,2169.0,4648.0,1411614.0,1448393.0,0.0,0.0,1
217,ariwells2001@gmail.com,2023-05-26 11:36:00,946.0,2169.0,4648.0,1471617.0,1508380.0,0.0,0.0,1
218,ariwells2001@gmail.com,2023-05-26 11:37:00,946.0,2169.0,4648.0,1531630.0,1568382.0,0.0,0.0,1
